Domain_to_be_spoofed,dmarc_policy,dmarc_rua,dmarc_ruf,dns_lookup_count,from_ip,has_include,has_ptr,its_dmarc_record,its_spf_record,spf_check_result_flag,unregistered_domain_in_include,what_happened
ozon.ru,quarantine,"mailto:higf7jsk@ag.eu.dmarcian.com, mailto:rua_dmarc_ozon@ozon.ru",mailto:ruf_dmarc_ozon@ozon.ru,0,51.77.245.91,False,False,"v=DMARC1; p=quarantine; rua=mailto:higf7jsk@ag.eu.dmarcian.com, mailto:rua_dmarc_ozon@ozon.ru; ruf=mailto:ruf_dmarc_ozon@ozon.ru; fo=1",v=spf1 ip4:93.174.52.200/29 ip4:89.106.171.25/29 ip4:185.73.193.0/24 ip4:185.73.194.0/26 ip4:185.73.195.0/24 ip4:194.116.190.178/32 ip4:45.142.212.156/32 ip4:194.62.42.39/32 ip4:185.4.182.244/32 ip4:185.99.142.239/32 ip4:91.223.93.224/27 -all,fail,None,
aliyuncs.com,quarantine,mailto:dmarc_alibaba@service.alibaba.com,mailto:dmarc_alibaba@service.alibaba.com,0,51.77.245.91,False,False,v=DMARC1; p=quarantine; rua=mailto:dmarc_alibaba@service.alibaba.com; ruf=mailto:dmarc_alibaba@service.alibaba.com,v=spf1 -all,fail,None,
soundcloud.com,quarantine,"mailto:dmarc-rua@soundcloud.com,mailto:dmarc_agg@vali.email",mailto:dmarc-ruf@soundcloud.com,6,51.77.245.91,True,False,"v=DMARC1; p=quarantine; rua=mailto:dmarc-rua@soundcloud.com,mailto:dmarc_agg@vali.email; ruf=mailto:dmarc-ruf@soundcloud.com; pct=100; sp=quarantine",v=spf1 include:_spf.google.com ip4:178.249.138.0/23 ip4:145.253.129.216/29 ip4:80.82.202.192/28 ip4:52.17.172.90/32 include:spf.mandrillapp.com include:7303199.spf04.hubspotemail.net include:spf.extole.io -all,fail,None,
sourceforge.net,quarantine,"mailto:ipm1wcw@ar.glockapps.com,mailto:kgtkm21q@ag.dmarcian.com",mailto:ipm1wcw@fr.glockapps.com,3,51.77.245.91,True,False,"v=DMARC1; p=quarantine; rua=mailto:ipm1wcw@ar.glockapps.com,mailto:kgtkm21q@ag.dmarcian.com; ruf=mailto:ipm1wcw@fr.glockapps.com; fo=1; sp=none;",v=spf1 include:sparkpostmail.com include:servers.mcsv.net ip4:216.105.38.0/26 -all,fail,None,
cpanel.net,quarantine,mailto:a13d1828824d40c49f9408e22296ae7f@dmarc-reports.cloudflare.net,None,8,51.77.245.91,True,False,v=DMARC1; p=quarantine; sp=none; rf=afrf; pct=100; ri=86400; fo=1; rua=mailto:a13d1828824d40c49f9408e22296ae7f@dmarc-reports.cloudflare.net,v=spf1 include:spf1.cpanel.net include:tickets.cpanel.net include:stspg-customer.com ip4:64.50.144.0/20 include:spf.protection.outlook.com include:1784136.spf01.hubspotemail.net -all,fail,None,
imdb.com,quarantine,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,5,51.77.245.91,True,False,v=DMARC1;p=quarantine;pct=100;rua=mailto:report@dmarc.amazon.com;ruf=mailto:report@dmarc.amazon.com,v=spf1 include:amazon.com -all,fail,None,
amazon.co.uk,quarantine,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,5,51.77.245.91,True,False,v=DMARC1;p=quarantine;pct=100;rua=mailto:report@dmarc.amazon.com;ruf=mailto:report@dmarc.amazon.com,v=spf1 include:amazon.com -all,fail,None,
inmobi.com,quarantine,mailto:dmarc-report@inmobi.com,mailto:dmarc-report@inmobi.com,9,51.77.245.91,True,False,v=DMARC1; p=quarantine; pct=100; rua=mailto:dmarc-report@inmobi.com; ruf=mailto:dmarc-report@inmobi.com; sp=quarantine,v=spf1 ip4:50.213.20.161 ip4:209.214.228.18 ip4:101.254.125.194 ip4:123.127.0.146 include:_s00230767.autospf.email include:outbound.mailhop.org include:2714195.spf01.hubspotemail.net -all,fail,None,
huawei.com,quarantine,mailto:dmarc@huawei.com,mailto:dmarc@huawei.com,0,51.77.245.91,False,False,v=DMARC1;p=quarantine;ruf=mailto:dmarc@huawei.com;rua=mailto:dmarc@huawei.com,v=spf1 ip4:45.249.212.187/29 ip4:185.176.79.56 ip4:119.8.89.136/31 ip4:119.8.89.135 ip4:119.8.177.36/31 ip4:119.8.177.38 ip4:113.46.200.216/29 ip4:113.46.200.224/29 -all,fail,None,
un.org,quarantine,mailto:dmarc@un.org,mailto:dmarc@un.org,9,51.77.245.91,True,False,v=DMARC1; p=quarantine; rua=mailto:dmarc@un.org; ruf=mailto:dmarc@un.org; fo=0:1:d:s; adkim=r; aspf=r,v=spf1 include:_netblocks.un.org include:_netblocks2.un.org include:_spf.google.com -all,fail,None,
aliyun.com,quarantine,mailto:dmarc_alibaba@service.alibaba.com,mailto:dmarc_alibaba@service.alibaba.com,0,51.77.245.91,False,False,v=DMARC1; p=quarantine; rua=mailto:dmarc_alibaba@service.alibaba.com; ruf=mailto:dmarc_alibaba@service.alibaba.com,v=spf1 ip4:115.124.30.0/24  ip4:121.0.18.0/23 ip4:121.0.30.0/24  ip4:42.120.70.0/23 ip4:47.88.44.32/27 ip4:59.82.0.0/23 ip4:47.90.199.0/24  -all,fail,None,
tp-link.com,quarantine,mailto:dmarc_agg@vali.email,None,2,51.77.245.91,True,False,v=DMARC1; p=quarantine; rua=mailto:dmarc_agg@vali.email,v=spf1 include:spf.protection.outlook.com include:mail.zendesk.com -all,fail,None,
mediatek.com,quarantine,mailto:rua-report@mediatek.com,None,6,51.77.245.91,True,False,v=DMARC1; p=quarantine; rua=mailto:rua-report@mediatek.com; fo=1;,v=spf1 include:spf.mediatek.com include:bmsend.com include:spf.protection.outlook.com include:_spf.qualtrics.com -all,fail,None,
independent.co.uk,quarantine,mailto:dmarc_a@dmgmedia.co.uk,None,7,51.77.245.91,True,False,v=DMARC1; p=quarantine; rua=mailto:dmarc_a@dmgmedia.co.uk,v=spf1 include:spf.protection.outlook.com include:_spf.google.com include:mail.zendesk.com include:amazonses.com include:spf.mandrillapp.com ip4:62.189.214.128/25 ip4:217.10.137.0/26 ip4:154.47.66.0/24 ip4:54.77.160.217 ip4:195.234.243.112 ip4:206.155.87.84 ip4:103.13.71.86 -all,fail,None,
fandom.com,quarantine,mailto:dmarc-reports@fandom.com,mailto:dmarc-reports@fandom.com,9,51.77.245.91,True,False,v=DMARC1; p=quarantine; sp=quarantine; pct=100; fo=1; rua=mailto:dmarc-reports@fandom.com; ruf=mailto:dmarc-reports@fandom.com,v=spf1 include:_spf.google.com ip4:74.120.184.0/21 ip4:208.68.167.128/28 a:spf.mail-sendgrid.wikia.com include:mail.zendesk.com include:_spf1.mailgun.org include:_spf2.mailgun.org include:_spf.eu.mailgun.org include:servers.mcsv.net -all,fail,None,
plesk.com,quarantine,mailto:dmarc_agg@vali.email,mailto:postmaster@plesk.com,4,51.77.245.91,True,False,v=DMARC1; p=quarantine; adkim=s; aspf=r; rua=mailto:dmarc_agg@vali.email; ruf=mailto:postmaster@plesk.com; fo=1,v=spf1 include:_ipv4spf.plesk.com include:spf.protection.outlook.com include:1784136.spf01.hubspotemail.net include:mail.zendesk.com  -all,fail,None,
taobao.com,quarantine,mailto:dmarc-tb@service.alibaba.com,None,3,51.77.245.91,True,False,v=DMARC1; p=quarantine; rua=mailto:dmarc-tb@service.alibaba.com,v=spf1 include:spf1.staff.mail.aliyun.com -all,fail,None,
amazon.de,quarantine,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,5,51.77.245.91,True,False,v=DMARC1;p=quarantine;pct=100;rua=mailto:report@dmarc.amazon.com;ruf=mailto:report@dmarc.amazon.com,v=spf1 include:amazon.com -all,fail,None,
ngenix.net,quarantine,mailto:postmaster@ngenix.net,mailto:dmarcfails@ngenix.net,6,51.77.245.91,True,False,v=DMARC1;p=quarantine;rua=mailto:postmaster@ngenix.net;ruf=mailto:dmarcfails@ngenix.net,v=spf1 mx include:_spf.yandex.net include:spf.smtp.bz include:_netblocks.ngenix.net ip4:213.152.131.125 -all,fail,None,
2gis.com,quarantine,None,None,9,51.77.245.91,True,False,v=DMARC1; p=quarantine; sp=quarantine; pct=100;,v=spf1 include:_spf.2gis.com include:spf.unisender.com include:_spf.mailgun.org include:spf.mailganer.com include:spf.mail.selcloud.ru -all,fail,None,
crpt.ru,quarantine,mailto:administrator@crpt.ru,None,4,51.77.245.91,True,False,v=DMARC1; p=quarantine; sp=none; rua=mailto:administrator@crpt.ru;,v=spf1 mx ip4:91.236.205.1 ip4:185.225.32.46 ip4:185.175.46.143 a:mail.onyma.ru include:spf.sendsay.ru include:servers.mcsv.net -all,fail,None,
amplitude.com,quarantine,"mailto:dmarc@amplitude.com,mailto:rua@dmarc.brevo.com",mailto:dmarc@amplitude.com,6,51.77.245.91,True,False,"v=DMARC1; p=quarantine; sp=reject; aspf=r; adkim=r; rua=mailto:dmarc@amplitude.com,mailto:rua@dmarc.brevo.com; ruf=mailto:dmarc@amplitude.com; fo=1; pct=100;",v=spf1 include:_spf.google.com ip4:205.201.128.0/20 ip4:198.2.128.0/18 ip4:148.105.8.0/21 include:mktomail.com include:spf.tipalti.com include:mail.zendesk.com ip4:149.72.204.100 ip4:208.117.49.186 -all,fail,None,
imgur.com,quarantine,mailto:dmarc@imgur.com,None,10,51.77.245.91,True,False,v=DMARC1; p=quarantine; rua=mailto:dmarc@imgur.com,v=spf1 ip4:54.198.157.21 include:mailgun.org include:amazonses.com include:_spf.google.com include:mail.zendesk.com -all,fail,None,
eset.com,quarantine,mailto:3b7225b1@in.mailhardener.com,None,5,51.77.245.91,False,False,v=DMARC1;p=quarantine;aspf=r;pct=100;rua=mailto:3b7225b1@in.mailhardener.com,v=spf1 a:a.mx.eset.com a:b.mx.eset.com a:smtpout.eset.com a:branchsmtp.eset.com a:mailservices.eset.com ip4:91.228.164.108/30 ip4:50.31.61.240 ?include:sent-via.netsuite.com -all,fail,None,
docker.com,quarantine,mailto:q1xwnepx@ag.dmarcian.com,mailto:q1xwnepx@fr.dmarcian.com,8,51.77.245.91,True,False,v=DMARC1; p=quarantine; pct=100; rua=mailto:q1xwnepx@ag.dmarcian.com; ruf=mailto:q1xwnepx@fr.dmarcian.com;,v=spf1 include:_spf.google.com include:spf.tipalti.com include:_spf.salesforce.com include:mktomail.com include:mail.zendesk.com -all,fail,None,
trendmicro.com,quarantine,mailto:mad666@dmarcrua.tmes.trendmicro.com,None,7,51.77.245.91,True,False,v=DMARC1; p=quarantine; pct=100; rua=mailto:mad666@dmarcrua.tmes.trendmicro.com;,v=spf1 mx include:_spf-mix.trendmicro.com include:spf-us.tmes.trendmicro.com include:mktomail.com include:spf.mandrillapp.com include:fc1503.cuenote.jp include:spf-euw1.docebopaas.com -all,fail,None,
buzzfeed.com,quarantine,"mailto:buzzfeed+dmarc@buzzfeed.com,mailto:z81afvrt@ag.dmarcian.com","mailto:buzzfeed+dmarc@buzzfeed.com,mailto:z81afvrt@fr.dmarcian.com",10,51.77.245.91,True,False,"v=DMARC1; p=quarantine;pct=100; rua=mailto:buzzfeed+dmarc@buzzfeed.com,mailto:z81afvrt@ag.dmarcian.com; ruf=mailto:buzzfeed+dmarc@buzzfeed.com,mailto:z81afvrt@fr.dmarcian.com",v=spf1 include:_spf.google.com include:mailgun.org include:aspmx.sailthru.com include:spf1.buzzfeed.com ip4:52.222.62.51 ip4:52.222.73.120 ip4:52.222.73.83 ip4:52.222.75.85 ip4:54.186.193.102 ip4:23.21.109.197 ip4:23.21.109.212 -all,fail,None,
intercom.io,quarantine,"mailto:7cf61c84@mxtoolbox.dmarc-report.com,mailto:dmarc_agg@vali.email","mailto:7cf61c84@forensics.dmarc-report.com,mailto:dmarc-reports@intercom.io",6,51.77.245.91,True,False,"v=DMARC1; p=quarantine; fo=1; rua=mailto:7cf61c84@mxtoolbox.dmarc-report.com,mailto:dmarc_agg@vali.email; ruf=mailto:7cf61c84@forensics.dmarc-report.com,mailto:dmarc-reports@intercom.io;",v=spf1 include:_spf.google.com include:cmail1.com include:stspg-customer.com a:zgateway.zuora.com -all,fail,None,
amazon.co.jp,quarantine,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,6,51.77.245.91,True,False,v=DMARC1;p=quarantine;pct=100;rua=mailto:report@dmarc.amazon.com;ruf=mailto:report@dmarc.amazon.com,v=spf1 include:amazon.com include:spf-bma.mpme.jp -all,fail,None,
rt.ru,quarantine,mailto:dmarc@rt.ru,None,1,51.77.245.91,False,False,v=DMARC1;p=quarantine;rua=mailto:dmarc@rt.ru,v=spf1 ip4:188.128.44.19 ip4:188.128.44.18 ip4:87.226.249.41 ip4:87.226.249.47 ip4:109.207.14.3 ip4:87.226.162.48/28 ip4:46.61.230.208 ip4:77.95.128.114 ip4:87.226.155.41 ip4:213.59.242.220 ip4:213.59.226.231 ip4:212.122.5.140 ip4:83.239.44.204 ip4:195.19.97.139 ip4:188.17.145.93 ip4:87.226.249.18 ip4:188.128.44.37 mx -all,fail,None,
oraclecloud.com,quarantine,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,10,51.77.245.91,True,False,v=DMARC1;p=quarantine;pct=0;rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com;fo=1,v=spf1 include:spf_c.oraclecloud.com include:spf_omcs.oracleoutsourcing.com include:spf.dynect.net include:spf.oracleemaildelivery.com -all,fail,None,
name.com,quarantine,mailto:dmarc@name.com,None,8,51.77.245.91,True,False,v=DMARC1; p=quarantine; rua=mailto:dmarc@name.com;  aspf=s ; adkim=r ;,v=spf1 include:_spf.name.com include:_spf.google.com include:servers.mcsv.net include:amazonses.com include:mail.zendesk.com include:stspg-customer.com -all,fail,None,
amazon.fr,quarantine,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,6,51.77.245.91,True,False,v=DMARC1;p=quarantine;pct=100;rua=mailto:report@dmarc.amazon.com;ruf=mailto:report@dmarc.amazon.com,v=spf1 include:spf.mandrillapp.com include:amazon.com -all,fail,None,
amazon.ca,quarantine,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,5,51.77.245.91,True,False,v=DMARC1;p=quarantine;pct=100;rua=mailto:report@dmarc.amazon.com;ruf=mailto:report@dmarc.amazon.com,v=spf1 include:amazon.com -all,fail,None,
ring.com,quarantine,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,5,51.77.245.91,True,False,v=DMARC1;p=quarantine;pct=100;rua=mailto:report@dmarc.amazon.com;ruf=mailto:report@dmarc.amazon.com,v=spf1 include:amazon.com -all,fail,None,
spiegel.de,quarantine,mailto:report.dmarc@spiegel.de,mailto:report.dmarc@spiegel.de,4,51.77.245.91,True,False,v=DMARC1; p=quarantine; rua=mailto:report.dmarc@spiegel.de; ruf=mailto:report.dmarc@spiegel.de; sp=reject; fo=1,v=spf1 ip4:18.196.136.27 ip4:185.45.16.170 ip4:185.45.16.70 include:spf.protection.outlook.com include:amazonses.com include:_spf.salesforce.com -all,fail,None,
heylink.me,quarantine,"mailto:8ipzbu4g@ag.ap.dmarcian.com,mailto:dmarc_agg@vali.email",None,6,51.77.245.91,True,False,"v=DMARC1; p=quarantine; rua=mailto:8ipzbu4g@ag.ap.dmarcian.com,mailto:dmarc_agg@vali.email;",v=spf1 mx:em5213.heylink.me include:_spf.google.com include:_spf.hostedemail.com include:registrarmail.net -all,fail,None,
lemonde.fr,quarantine,mailto:dmarc.report@lemonde.fr,None,8,51.77.245.91,True,False,v=DMARC1; p=quarantine; sp=quarantine; adkim=r; aspf=r; pct=100; rua=mailto:dmarc.report@lemonde.fr,v=spf1 include:spf1.lemonde.fr include:spf2.lemonde.fr ip4:79.99.32.203 ip4:79.99.32.185 ip4:79.99.32.186 ip4:217.74.103.211 ip4:195.154.80.82 ip4:163.172.55.8 ip4:35.181.34.138 ip4:35.181.85.71 ip4:52.143.135.92 -all,fail,None,
redhat.com,quarantine,mailto:5f1992045035946@rep.dmarcanalyzer.com,mailto:5f1992045035946@for.dmarcanalyzer.com,1,51.77.245.91,False,False,v=DMARC1; p=quarantine; rua=mailto:5f1992045035946@rep.dmarcanalyzer.com; ruf=mailto:5f1992045035946@for.dmarcanalyzer.com; fo=1;,v=spf1 redirect=73t7ezjz._spf._d.mim.ec,fail,None,
rbc.ru,quarantine,mailto:ck.dmarc@rbc.ru,mailto:ck.dmarc@rbc.ru,1,51.77.245.91,True,False,v=DMARC1; p=quarantine; rua=mailto:ck.dmarc@rbc.ru; ruf=mailto:ck.dmarc@rbc.ru; adkim=r; aspf=s; pct=100; ri=86400; sp=quarantine,v=spf1 ip4:80.68.240.0/20 ip4:185.72.228.0/22 ip6:2a03:40a0::/32 include:spf.sendsay.ru -all,fail,None,
mediafire.com,quarantine,mailto:rua-import-29277@sendforensics.com,None,6,51.77.245.91,True,False,v=DMARC1; p=quarantine; sp=reject; pct=100; rua=mailto:rua-import-29277@sendforensics.com,v=spf1 include:email-secure.mediafire.com include:_spf.google.com include:spf.sendinblue.com include:mail.zendesk.com -all,fail,None,
tencent.com,quarantine,mailto:mailauth-reports@tencent.com,None,10,51.77.245.91,True,False,v=DMARC1;p=quarantine;rua=mailto:mailauth-reports@tencent.com,v=spf1 include:spf.mail.tencent.com include:spf.mail.qq.com -all,fail,None,
myspace.com,quarantine,mailto:postmaster@myspace.com,None,9,51.77.245.91,True,False,v=DMARC1; p=quarantine; rua=mailto:postmaster@myspace.com,v=spf1 mx ip4:63.208.226.34 ip4:204.16.32.0/22 ip4:67.134.143.0/24 ip4:216.205.243.0/24 ip4:34.85.156.5/32 ip4:35.245.108.108/32 ip4:34.86.129.193/32 ip4:34.86.134.94/32 ip4:34.85.222.234/32 ip4:34.86.176.234/32 ip4:34.86.125.212/32 ip4:34.85.224.60/32 ip4:34.86.160.49/32 ip4:35.245.64.166/32 ip4:35.188.226.11/32 ip4:34.86.208.228/32 ip4:34.85.216.144/32 ip4:35.221.22.153/32 ip4:34.86.137.108/32 ip4:34.86.51.35/32 ip4:34.150.221.40/32 ip4:34.85.216.70/32 ip4:34.86.37.191/32 ip4:34.85.214.215/32 ip4:35.236.234.82/32 ip4:34.86.161.241/32 ip4:216.32.181.16 ip4:216.178.32.0/20 ip4:168.235.224.0/24 include:_netblocks.mimecast.com -all,fail,None,
life360.com,quarantine,mailto:dmarc_reports@life360.com,mailto:dmarc_reports@life360.com,8,51.77.245.91,True,False,v=DMARC1; p=quarantine; pct=100; rua=mailto:dmarc_reports@life360.com; ruf=mailto:dmarc_reports@life360.com; fo=d;,v=spf1 ip4:66.159.240.76 ip4:66.159.238.49 include:amazonses.com include:sendgrid.net include:_spf.google.com include:mail.zendesk.com include:spf.mandrillapp.com ip4:166.78.71.191/32 -all,fail,None,
iso.org,quarantine,mailto:postmaster@iso.org,None,8,51.77.245.91,True,False,v=DMARC1; p=quarantine; rua=mailto:postmaster@iso.org;,v=spf1 ip4:138.81.34.16/29 ip4:138.81.130.16/28 include:spf.protection.outlook.com ip4:18.168.51.200 ip4:18.168.140.58 ip4:148.59.101.16/28 ip4:3.123.206.219 ip4:3.68.129.51 include:_spf.createsend.com include:stspg-customer.com include:_spf.salesforce.com include:amazonses.com include:helpscoutemail.com mx -all,fail,None,
amazon.in,quarantine,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,5,51.77.245.91,True,False,v=DMARC1;p=quarantine;pct=100;rua=mailto:report@dmarc.amazon.com;ruf=mailto:report@dmarc.amazon.com,v=spf1 include:amazon.com -all,fail,None,
amazon.es,quarantine,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,5,51.77.245.91,True,False,v=DMARC1;p=quarantine;pct=100;rua=mailto:report@dmarc.amazon.com;ruf=mailto:report@dmarc.amazon.com,v=spf1 include:amazon.com -all,fail,None,
amazon.it,quarantine,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,5,51.77.245.91,True,False,v=DMARC1;p=quarantine;pct=100;rua=mailto:report@dmarc.amazon.com;ruf=mailto:report@dmarc.amazon.com,v=spf1 include:amazon.com -all,fail,None,
onet.pl,quarantine,"mailto:dfe19035@in.mailhardener.com,mailto:dmarc-reports@onet.pl","mailto:dfe19035@in.mailhardener.com,mailto:dmarc-reports@onet.pl",1,51.77.245.91,True,False,"v=DMARC1; p=quarantine; sp=quarantine; rua=mailto:dfe19035@in.mailhardener.com,mailto:dmarc-reports@onet.pl; ruf=mailto:dfe19035@in.mailhardener.com,mailto:dmarc-reports@onet.pl",v=spf1 ip4:213.180.128.0/19 ip4:141.105.16.0/27 include:amazonses.com -all,fail,None,
markmonitor.com,quarantine,"mailto:eb2e2fcc4e98.a@dmarcinput.com,mailto:re+pmbvic1fc46@dmarc.postmarkapp.com",mailto:eb2e2fcc4e98.f@dmarcinput.com,10,51.77.245.91,True,False,"v=DMARC1; p=quarantine; sp=quarantine; rua=mailto:eb2e2fcc4e98.a@dmarcinput.com,mailto:re+pmbvic1fc46@dmarc.postmarkapp.com; ruf=mailto:eb2e2fcc4e98.f@dmarcinput.com; aspf=r; adkim=r; fo=1; pct=100",v=spf1 include:spf1.markmonitor.com include:spf2.markmonitor.com -all,fail,None,
lwsdns.com,quarantine,None,None,3,51.77.245.91,False,False,v=DMARC1; p=quarantine;,v=spf1 mx:lwsdns.com a:mail.lwsdns.com a:mailphp.lws-hosting.com -all,fail,None,
vivo.com.cn,quarantine,mailto:dmarc_report@vivo.com,mailto:dmarc@vivo.com,1,51.77.245.91,True,False,v=DMARC1; p=quarantine; pct=100; rua=mailto:dmarc_report@vivo.com; ruf=mailto:dmarc@vivo.com; fo=0:1:d:s,v=spf1  include:spf.protection.outlook.com -all,fail,None,
mdpi.com,quarantine,mailto:dmarc_agg@dmarc.everest.email,mailto:dmarc_fr@dmarc.everest.email,9,51.77.245.91,True,False,v=DMARC1;p=quarantine;rua=mailto:dmarc_agg@dmarc.everest.email;ruf=mailto:dmarc_fr@dmarc.everest.email,v=spf1 mx include:spf.mdpi.com include:25322191.spf10.hubspotemail.net include:spf.protection.outlook.com -all,fail,None,
betweendigital.com,quarantine,None,None,8,51.77.245.91,True,False,v=DMARC1; p=quarantine; sp=quarantine;,v=spf1 include:_spf.google.com include:mailgun.org -all,fail,None,
pccc.com,quarantine,mailto:dmarc_report@pccc.com,None,1,51.77.245.91,True,False,v=DMARC1;p=quarantine;sp=quarantine;rua=mailto:dmarc_report@pccc.com,v=spf1 include:raptor.pccc.com +a +mx -all,fail,None,
kontur.ru,quarantine,mailto:fbl-account@kontur.ru,None,4,51.77.245.91,True,False,v=DMARC1; p=quarantine; rua=mailto:fbl-account@kontur.ru,v=spf1 ip4:46.17.200.0/21 ip4:81.91.43.171/32 ip4:81.91.47.135/32 ip4:81.176.95.82/32 ip4:77.95.128.206/32 ip4:205.201.128.0/20 ip4:198.2.128.0/18 ip4:148.105.8.0/21 include:spf.mandrillapp.com include:spf.unisender.com include:spf.mailganer.com -all,fail,None,
allegro.pl,quarantine,None,None,8,51.77.245.91,True,False,v=DMARC1; p=quarantine; adkim=r; aspf=r; rf=afrf;,v=spf1 include:_spf.google.com include:spf.tmes.trendmicro.com include:_spf.salesforce.com ip4:193.23.48.0/24 ip4:193.203.222.0/23 ip4:194.0.251.0/24 ip4:91.194.188.0/23 ip4:91.207.14.0/23 ip4:178.21.152.0/21 ip4:5.134.208.0/21 ip4:185.31.24.0/22 -all,fail,None,
primevideo.com,quarantine,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,5,51.77.245.91,True,False,v=DMARC1;p=quarantine;pct=100;rua=mailto:report@dmarc.amazon.com;ruf=mailto:report@dmarc.amazon.com,v=spf1 include:amazon.com -all,fail,None,
