Domain_to_be_spoofed,dmarc_policy,dmarc_rua,dmarc_ruf,dns_lookup_count,from_ip,has_include,has_ptr,its_dmarc_record,its_spf_record,spf_check_result_flag,unregistered_domain_in_include,what_happened
meethue.com,none,mailto:dmarc@smtpeter.com,None,8,51.77.245.91,True,False,v=DMARC1;p=none;pct=100;rua=mailto:dmarc@smtpeter.com,v=spf1 include:_spf.google.com include:_senderspf.copernica.com include:spf.mailjet.com include:stspg-customer.com a mx ?all,neutral,None,
gazzetta.it,,None,None,2,51.77.245.91,True,False,,v=spf1 ip4:185.53.38.25  include:spf.protection.outlook.com include:spf.webfarm.rcs.it ?all,neutral,None,
psu.edu,none,"mailto:dmarcreports@psu.edu,mailto:dmarc_agg@vali.email",mailto:dmarcforensics@psu.edu,2,51.77.245.91,True,False,"v=DMARC1; p=none; fo=1; rua=mailto:dmarcreports@psu.edu,mailto:dmarc_agg@vali.email; ruf=mailto:dmarcforensics@psu.edu",v=spf1 include:spf.protection.outlook.com ip4:128.118.0.0/16 ip4:146.186.0.0/16 ip4:130.203.0.0/16 include:cust-spf.cashnet.com ?all,neutral,None,
ucla.edu,none,mailto:dmarc@it.ucla.edu,None,9,51.77.245.91,True,False,v=DMARC1; p=none; pct=100; rua=mailto:dmarc@it.ucla.edu,v=spf1 ip4:128.97.0.0/16 ip4:149.142.0.0/16 ip4:131.179.0.0/16 ip4:164.67.0.0/16 ip4:169.232.0.0/16 ip4:20.114.37.244/30 ip6:2607:f010::/32 include:everbridge.net include:_spf.google.com include:spf.protection.outlook.com include:_spf.salesforce.com a:c.spf.service-now.com ?all,neutral,None,
pornhat.com,,None,None,2,51.77.245.91,False,False,,v=spf1 mx a:mail.zdmedia.cz ip4:185.75.76.2/32 ?all,neutral,None,
dagbladet.no,none,mailto:65250275ea9c3@dmarc.centerasecurity.com,None,5,51.77.245.91,True,False,v=DMARC1; p=none; rua=mailto:65250275ea9c3@dmarc.centerasecurity.com;,v=spf1 include:servers.mcsv.net include:spf.protection.outlook.com include:customers.clickdimensions.com ?all,neutral,None,
sexvid.xxx,none,None,None,4,51.77.245.91,True,False,v=DMARC1; p=none,v=spf1 a include:_spf.smtp.advancedhosters.com ?all,neutral,None,
navitime.co.jp,none,None,None,7,51.77.245.91,True,False,v=DMARC1; p=none;,v=spf1 include:_spf.google.com include:spf.smktg.jp include:amazonses.com include:21230802.spf08.hubspotemail.net a:smartat.jp ip4:220.213.236.128/28 +ip4:220.213.230.96/28 +ip4:113.157.235.192/26 +ip4:61.123.211.16/28 +ip4:52.199.178.160 +ip4:52.199.30.248 +ip4:52.68.50.178 ?all,neutral,None,
manoramaonline.com,,None,None,4,51.77.245.91,True,False,,v=spf1 a:manoramaktm.mm.co.in mx:mail.mm.co.in ip4:14.140.179.94 ip4:121.243.126.46 ip4:122.15.253.133 ip4:125.17.109.42 ip4:210.212.238.194 ip4:220.227.88.34 ip4:52.50.19.103 include:amazonses.com include:authsmtp.com ?all,neutral,None,
uci.edu,none,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,1,51.77.245.91,True,False,v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com ?all,neutral,%{ir}.%{v}.%{d}.spf.has.pphosted.com,
business.site,none,mailto:mailauth-reports@google.com,None,0,51.77.245.91,False,False,v=DMARC1; p=none; rua=mailto:mailauth-reports@google.com,v=spf1 ?all,neutral,None,
fedoraproject.org,none,mailto:dmarc-admin@fedoraproject.org,mailto:dmarc-admin@fedoraproject.org,2,51.77.245.91,False,False,v=DMARC1; p=none; rua=mailto:dmarc-admin@fedoraproject.org; ruf=mailto:dmarc-admin@fedoraproject.org; fo=0,v=spf1 a a:mailers.fedoraproject.org  ip4:38.145.32.11 ip4:38.145.32.12 ?all,neutral,None,
safety.google,none,mailto:mailauth-reports@google.com,None,0,51.77.245.91,False,False,v=DMARC1; p=none; rua=mailto:mailauth-reports@google.com,v=spf1 ?all,neutral,None,
uchicago.edu,none,"mailto:w7oy1be3@ag.us.dmarcian.com,mailto:dmarc_rua@emaildefense.proofpoint.com",mailto:dmarc_ruf@emaildefense.proofpoint.com,5,51.77.245.91,True,False,"v=DMARC1; p=none; fo=1; rua=mailto:w7oy1be3@ag.us.dmarcian.com,mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com",v=spf1 ip4:128.135.176.0/23 ip4:205.208.106.0/24 ip4:167.89.0.0/17 ip4:198.37.144.0/20 ip4:67.231.145.199 ip4:148.163.143.251 ip4:40.79.65.134 include:_spf.google.com include:spf.protection.outlook.com include:s1.uchicago.edu ?all,neutral,None,
chartbeat.net,,None,None,7,51.77.245.91,True,False,,v=spf1 include:aspmx.sailthru.com a:smtp.zendesk.com include:support.zendesk.com include:_spf.google.com ?all,neutral,None,
eu.org,none,mailto:dmarc-master@eu.org,mailto:dmarc-master@eu.org,0,51.77.245.91,False,False,v=DMARC1;p=none;sp=none;pct=10;rua=mailto:dmarc-master@eu.org;ruf=mailto:dmarc-master@eu.org,v=spf1 ip4:78.194.169.74 ip4:193.106.119.10 ip6:2a01:e34:ec2a:94a0::/60 ip6:2001:861:8aca:6520::/60 ip6:2001:67c:1740:9007::10 ip4:176.175.35.24 ip4:45.63.100.187 ip6:2a01:e34:ec2a:94a1::4 ?all,neutral,None,
ufl.edu,none,mailto:dmarc_agg@vali.email,None,3,51.77.245.91,True,False,v=DMARC1; p=none; rua=mailto:dmarc_agg@vali.email;,v=spf1 include:spf.protection.outlook.com include:_spf-eus.teamdynamix.com include:_spf.alchemer.com ip4:128.227.51.192/26 ip4:72.10.184.102 ip4:72.10.184.103 ?all,neutral,None,
altervista.org,,None,None,1,51.77.245.91,False,False,,v=spf1 redirect=_spf.ml.altervista.org,neutral,None,
dondominio.com,,None,None,1,51.77.245.91,True,False,,v=spf1 include:spf.dondominio.com,neutral,None,
kde.org,,None,None,1,51.77.245.91,False,False,,v=spf1 mx ip4:46.43.1.242 ip6:2001:41c9:1:41e::242 ip4:209.51.188.41 ip6:2001:470:142:8::100 ?all,neutral,None,
blog.google,none,mailto:mailauth-reports@google.com,None,3,51.77.245.91,True,False,v=DMARC1; p=none; rua=mailto:mailauth-reports@google.com,v=spf1 include:_spf.google.com ?all,neutral,None,
ubc.ca,none,mailto:ubcit.dmarc@ubc.ca,None,1,51.77.245.91,False,False,v=DMARC1; p=none; sp=none; rua=mailto:ubcit.dmarc@ubc.ca,v=spf1 redirect=_spf.ubc.ca,neutral,None,
alibabacorp.com,none,mailto:dmarc_alibaba@service.alibaba.com,mailto:dmarc_alibaba@service.alibaba.com,0,51.77.245.91,False,False,v=DMARC1; p=none; rua=mailto:dmarc_alibaba@service.alibaba.com; ruf=mailto:dmarc_alibaba@service.alibaba.com,,neutral,None,
ucl.ac.uk,none,"mailto:dmarc@ucl.ac.uk, mailto:dmarc_agg@dmarc.250ok.net",mailto:dmarc@ucl.ac.uk,10,51.77.245.91,True,False,"v=DMARC1; p=none; rua=mailto:dmarc@ucl.ac.uk, mailto:dmarc_agg@dmarc.250ok.net; ruf=mailto:dmarc@ucl.ac.uk; fo=1; pct=100; rf=afrf",v=spf1 include:_u.ucl.ac.uk._spf.dmarclyeu.com ?all,neutral,None,
northwestern.edu,none,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,8,51.77.245.91,True,False,v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,v=spf1 include:_netblocks.northwestern.edu include:_thirdparty3.northwestern.edu include:_thirdparty4.northwestern.edu include:servers.mcsv.net include:cust-spf.exacttarget.com include:mail.zendesk.com include:et._spf.pardot.com ip4:176.31.145.254 ?all,neutral,None,
spamcop.net,none,mailto:dmark@spamcop.net,mailto:dmark@spamcop.net,0,51.77.245.91,False,False,v=DMARC1; p=none; sp=none; aspf=r; ruf=mailto:dmark@spamcop.net; rua=mailto:dmark@spamcop.net,v=spf1 ip4:184.94.240.100 ip4:184.94.240.112 ip4:216.127.43.94 ip4:68.232.143.151 ip4:68.232.142.20 ip4:204.15.80.0/22 ip4:216.154.195.32/27 ?all,neutral,None,
amxrtb.com,,None,None,1,51.77.245.91,True,False,,v=spf1 include:spf.messagingengine.com ?all,neutral,None,
boston.com,none,mailto:dmarc-reports@globe.com,mailto:dmarc-forensics@globe.com,10,51.77.245.91,True,False,v=DMARC1; p=none; rua=mailto:dmarc-reports@globe.com; ruf=mailto:dmarc-forensics@globe.com; fo=1,v=spf1 a mx ip4:198.115.64.0/24 ip4:198.115.68.0/22 ip4:198.115.72.0/21 ip4:198.115.66.0/23 ip4:198.115.80.0/21 ip4:198.115.65.0/24 ip4:131.239.89.48/29 include:_spf.google.com include:mail.zendesk.com include:servers.mcsv.net include:amazonses.com include:spf.mandrillapp.com include:spfa.cpmails.com ?all,neutral,None,
transmissionapp.com,,None,None,1,51.77.245.91,True,False,,v=spf1 include:servers.mcsv.net ?all,neutral,None,
movetv.com,none,mailto:3e3d6bc3da52011@rep.dmarcanalyzer.com,mailto:3e3d6bc3da52011@for.dmarcanalyzer.com,1,51.77.245.91,False,False,v=DMARC1; p=none; rua=mailto:3e3d6bc3da52011@rep.dmarcanalyzer.com; ruf=mailto:3e3d6bc3da52011@for.dmarcanalyzer.com; fo=1;,v=spf1 mx ?all,neutral,None,
mcgill.ca,none,mailto:dmarc.ncs@mcgill.ca,None,3,51.77.245.91,True,False,v=DMARC1; p=none; rua=mailto:dmarc.ncs@mcgill.ca;,v=spf1 include:spf.protection.outlook.com   include:_spf.mcgill.ca include:_exchspf.mcgill.ca ?all,neutral,None,
freedesktop.org,none,None,None,1,51.77.245.91,True,False,v=DMARC1; p=none,v=spf1 include:_spf.freedesktop.org,neutral,None,
weborama.fr,,None,None,6,51.77.245.91,True,True,,v=spf1 include:_spf.google.com mx a ptr ip4:195.54.48.0/24 ip4:195.54.49.0/24 ip4:91.216.195.0/24 ?all,neutral,None,
sfu.ca,none,mailto:re+stv1ghm9let@dmarc.postmarkapp.com,None,7,51.77.245.91,True,False,v=DMARC1; p=none; pct=100; rua=mailto:re+stv1ghm9let@dmarc.postmarkapp.com; sp=none; aspf=r;,v=spf1 ip4:142.58.29.42/32 ip4:142.58.232.0/23 ip4:142.58.200.0/24 include:spf.protection.outlook.com include:_spf.e-activist.com include:_spf.emailcampaigns.net include:_spf.salesforce.com ?all,neutral,None,
thebalancemoney.com,,None,None,1,51.77.245.91,True,False,,v=spf1 include:spf.mandrillapp.com ?all,neutral,None,
ahcdn.com,,None,None,4,51.77.245.91,True,False,,v=spf1 mx include:_spf.smtp.advancedhosters.com ?all,neutral,None,
cvent.com,none,"mailto:dmarc_agg@vali.email, mailto:dmarc_rua@emaildefense.proofpoint.com",mailto:dmarc_ruf@emaildefense.proofpoint.com,4,51.77.245.91,True,False,"v=DMARC1; p=none; pct=100; rua=mailto:dmarc_agg@vali.email, mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com; fo=1",v=spf1 ip4:148.163.143.98 ip4:148.163.147.149 ip4:54.235.220.237 ip4:54.145.101.129 ip4:3.226.177.252 ip4:34.233.202.120 ip4:192.190.92.246 ip4:198.97.238.224 ip4:192.190.92.232 ip4:198.207.146.171 ip4:149.72.158.167 ip4:70.38.100.90/31 ip4:70.38.100.92/30 ip4:70.38.100.96/30 ip4:70.38.100.100/32 include:cvent-planner.com include:spf.mandrillapp.com include:mail.zendesk.com  include:8732007.spf07.hubspotemail.net ?all,neutral,None,
lua.org,,None,None,2,51.77.245.91,True,False,,v=spf1 include:_mailcust.gandi.net ?all,neutral,None,
sketchup.com,none,mailto:rnd-devops%2Bdmarc@sketchup.com,mailto:rnd-devops%2Bdmarc@sketchup.com,9,51.77.245.91,True,False,v=DMARC1; p=none; rua=mailto:rnd-devops%2Bdmarc@sketchup.com; ruf=mailto:rnd-devops%2Bdmarc@sketchup.com; fo=1;,v=spf1 a include:_spf.salesforce.com include:_spf.google.com include:_spf.centercode.com include:spf.mandrillapp.com include:mktomail.com ip4:199.15.212.0/22 ip4:72.3.185.0/24 ip4:72.32.154.0/24 ip4:72.32.217.0/24 ip4:72.32.243.0/24 ip4:94.236.119.0/26 ip4:37.188.97.188/32 ip4:185.28.196.0/22 ip4:192.28.128.0/18 ip4:103.237.104.0/22 ip6:2a04:35c0::/29 ip4:72.211.26.174 ip4:68.230.241.144 ip4:207.38.45.154 ip4:184.106.161.23 ip4:108.166.4.85 ip4:108.166.4.86 ip4:108.166.13.59  ip4:198.101.168.60 ip4:198.101.168.61 ip4:198.61.141.233 ip4:198.61.141.235 ip4:198.61.141.237 ip4:198.61.246.115 ip4:166.78.78.167 ip4:166.78.67.243 ip4:166.78.203.73 ip4:162.242.186.108 ip4:162.209.50.140 ip4:162.242.186.111 ip4:23.253.7.133 ip4:166.78.103.208 ip4:104.130.80.21 ip4:104.130.80.22 ip4:104.130.80.23 ip4:166.78.224.177 ip4:50.57.31.224 ip4:50.56.2.100 ip4:50.56.2.102 ip4:50.56.2.103 ip4:23.253.3.227 ip4:162.209.25.130 ip4:64.71.148.0/29 ip6:2001:470:1:3c2::/64 ip4:198.2.128.0/24 ip4:198.2.132.0/22 ip4:198.2.136.0/23 ip4:198.2.186.0/23 ip4:205.201.131.128/25 ip4:205.201.134.128/25 ip4:205.201.136.0/23 ip4:205.201.139.0/24 ip4:198.2.180.0/24 ip4:198.2.179.0/24 ip4:198.2.178.0/24 ip4:198.2.177.0/24 ip4:173.203.82.6 ip4:173.203.81.82 ip4:173.203.56.127 ip4:173.203.81.39 ip4:173.203.79.77 ip4:67.23.31.6 ip4:23.253.182.103 ip4:23.253.183.145 ip4:23.253.183.146 ip4:23.253.183.147 ip4:23.253.183.148 ip4:23.253.183.150 ip4:166.78.68.221 ip4:166.78.69.146 ip4:167.89.46.159 ip4:167.89.64.9 ip4:167.89.65.0 ip4:167.89.65.53 ip4:167.89.65.100 ip4:167.89.74.233 ip4:167.89.75.33 ip4:167.89.75.126 ip4:167.89.75.136 ip4:167.89.75.164 ip4:192.237.159.42 ip4:192.237.159.43,neutral,None,
cybertrust.com,,None,None,1,51.77.245.91,False,False,,v=spf1 mx ?all,neutral,None,
laracasts.com,none,mailto:re+oqlaniis50h@dmarc.postmarkapp.com,None,1,51.77.245.91,True,False,v=DMARC1; p=none; pct=100; rua=mailto:re+oqlaniis50h@dmarc.postmarkapp.com; sp=none; aspf=r;,v=spf1 include:spf.messagingengine.com ?all,neutral,None,
webpkgcache.com,none,mailto:mailauth-reports@google.com,None,0,51.77.245.91,False,False,v=DMARC1; p=none; rua=mailto:mailauth-reports@google.com,v=spf1 ?all,neutral,None,
opensuse.org,none,mailto:admin-auto@opensuse.org!5m,mailto:admin-auto@opensuse.org!5m,6,51.77.245.91,True,False,v=DMARC1; p=none; pct=100; rua=mailto:admin-auto@opensuse.org!5m; ruf=mailto:admin-auto@opensuse.org!5m,v=spf1 include:_spf.opensuse.org ?all,neutral,None,
chrome.com,none,mailto:mailauth-reports@google.com,None,0,51.77.245.91,False,False,v=DMARC1; p=none; rua=mailto:mailauth-reports@google.com,v=spf1 ?all,neutral,None,
uoregon.edu,none,"mailto:rua@uoregon.edu,mailto:dmarc_rua@emaildefense.proofpoint.com",mailto:dmarc_ruf@emaildefense.proofpoint.com,2,51.77.245.91,True,False,"v=DMARC1; p=none; rua=mailto:rua@uoregon.edu,mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com; fo=1; adkim=r; aspf=r; pct=100; rf=afrf; ri=86400; sp=none;",v=spf1 mx ip4:128.223.0.0/16 ip4:163.41.128.0/17 ip4:184.171.0.0/17 ip6:2001:468:d00::/40 ip6:2607:8400::/32 ip4:148.163.128.0/19 ip4:72.10.180.28/31 include:spf.protection.outlook.com ?all,neutral,None,
udel.edu,none,mailto:dmarc-reports@udel.edu,mailto:dmarc-reports@udel.edu,6,51.77.245.91,True,False,v=DMARC1; p=none; sp=none; adkim=s; aspf=s; fo=0; pct=0; ri=43200; rua=mailto:dmarc-reports@udel.edu; ruf=mailto:dmarc-reports@udel.edu,v=spf1 ip4:128.175.0.0/16 ip4:128.4.0.0/16 ip4:216.52.6.88 ip4:216.52.6.188 ip4:129.146.91.38 ip4:129.146.146.59 include:_spf.google.com include:technolutions.net include:spf.protection.outlook.com ?all,neutral,None,
ualberta.ca,none,None,None,5,51.77.245.91,True,False,v=DMARC1; p=none;,v=spf1 include:_spf.ualberta.ca include:_spf.google.com ?all,neutral,None,
index.hu,,None,None,6,51.77.245.91,True,False,,v=spf1 a mx include:_spf.inda.hu include:_spf.google.com ?all,neutral,None,
merchant-center-analytics.goog,none,mailto:mailauth-reports@google.com,None,0,51.77.245.91,False,False,v=DMARC1; p=none; rua=mailto:mailauth-reports@google.com,v=spf1 ?all,neutral,None,
247sports.com,,None,None,1,51.77.245.91,True,False,,v=spf1 include:mail.zendesk.com ?all,neutral,None,
secondlife.com,none,mailto:dmarc-report@secondlife.com,None,6,51.77.245.91,True,False,v=DMARC1; p=none; rua=mailto:dmarc-report@secondlife.com,v=spf1 include:_spf.google.com include:fdspfus.freshemail.io include:sendgrid.net,neutral,None,
icio.us,,None,None,2,51.77.245.91,True,False,,v=spf1 include:_mailcust.gandi.net ?all,neutral,None,
mo.gov,none,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,1,51.77.245.91,True,False,v=DMARC1; p=none; sp=reject; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com ?all,neutral,%{ir}.%{v}.%{d}.spf.has.pphosted.com,
memcached.org,,None,None,1,51.77.245.91,True,False,,v=spf1 include:spf.messagingengine.com ?all,neutral,None,
sl.pt,none,mailto:dmarc-reports@sl.pt,None,0,51.77.245.91,False,False,v=DMARC1;p=none;sp=none;pct=100;rua=mailto:dmarc-reports@sl.pt;ri=86400;aspf=r;adkim=r;fo=1;,v=spf1 ip4:213.13.145.86/32 ip4:212.55.154.16/28 ip4:213.13.145.213/32 ?all,neutral,None,
manualslib.com,none,mailto:main.admin@manualslib.com,None,3,51.77.245.91,True,False,v=DMARC1; p=none; rua=mailto:main.admin@manualslib.com,v=spf1 include:_spf.smtp.advancedhosters.com ?all,neutral,None,
byu.edu,none,"mailto:re+f5ipo4crtmh@dmarc.postmarkapp.com,mailto:dmarc-rua@byu.edu",mailto:dmarc-ruf@byu.edu,3,51.77.245.91,True,False,"v=DMARC1; p=none; sp=none; pct=100; aspf=r; rua=mailto:re+f5ipo4crtmh@dmarc.postmarkapp.com,mailto:dmarc-rua@byu.edu; ruf=mailto:dmarc-ruf@byu.edu",v=spf1 include:_SPF_campus.byu.edu include:spf.protection.outlook.com include:spfa.cpmails.com ip4:176.31.145.254 ?all,neutral,None,
chromium.org,none,mailto:mailauth-reports@google.com,None,3,51.77.245.91,True,False,v=DMARC1; p=none; rua=mailto:mailauth-reports@google.com,v=spf1 include:_spf.google.com ?all,neutral,None,
freetype.org,,None,None,2,51.77.245.91,True,False,,v=spf1 include:_mailcust.gandi.net ?all,neutral,None,
insops.net,,None,None,1,51.77.245.91,True,False,,v=spf1 include:amazonses.com ?all,neutral,None,
gmu.edu,none,"mailto:esedmarc@gmu.edu,mailto:dmarc_agg@vali.email,mailto:icfzojtl@ag.us.dmarcian.com,mailto:e63987a6a3@rua.easydmarc.us",None,2,51.77.245.91,True,False,"v=DMARC1; p=none; sp=none; rua=mailto:esedmarc@gmu.edu,mailto:dmarc_agg@vali.email,mailto:icfzojtl@ag.us.dmarcian.com,mailto:e63987a6a3@rua.easydmarc.us;",v=spf1 ip4:129.174.7.212 include:servers.mcsv.net include:spf.protection.outlook.com ?all,neutral,None,
brinkpos.net,,None,None,5,51.77.245.91,True,False,,v=spf1 include:authsmtp.com include:aspmx.googlemail.com include:amazonses.com include:stspg-customer.com ?all,neutral,None,
libreoffice.org,none,None,None,5,51.77.245.91,True,False,v=DMARC1; p=none,v=spf1 include:jpberlin.de a:vm202.documentfoundation.org a:mail.documentfoundation.org ?all,neutral,None,
uw.edu,none,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,1,51.77.245.91,True,False,v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com ?all,neutral,%{ir}.%{v}.%{d}.spf.has.pphosted.com,
mydnspt.net,,None,None,2,51.77.245.91,False,False,,v=spf1 a mx ip4:109.71.40.0/21 ip4:130.185.80.0/21 ip4:185.15.20.0/22 ?all,neutral,None,
razersynapse.com,none,None,None,1,51.77.245.91,True,False,v=DMARC1; p=none;,v=spf1 include:amazonses.com ?all,neutral,None,
