Domain_to_be_spoofed,dmarc_policy,dmarc_rua,dmarc_ruf,dns_lookup_count,from_ip,has_include,has_ptr,its_dmarc_record,its_spf_record,spf_check_result_flag,unregistered_domain_in_include,what_happened
msecnd.net,reject,mailto:rua@dmarc.microsoft,mailto:ruf@dmarc.microsoft,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:rua@dmarc.microsoft;ruf=mailto:ruf@dmarc.microsoft;fo=1:s:d,,none,None,
dropboxusercontent.com,reject,"mailto:c7xrs-8253@rua.dmarc.emailanalyst.com,mailto:dmarc@dropbox.com",None,0,51.77.245.91,False,False,"v=DMARC1;p=reject;pct=100;rua=mailto:c7xrs-8253@rua.dmarc.emailanalyst.com,mailto:dmarc@dropbox.com",,none,None,
dynamics.com,reject,mailto:rua@dmarc.microsoft,mailto:ruf@dmarc.microsoft,0,51.77.245.91,False,False,v=DMARC1; p=reject; pct=100; rua=mailto:rua@dmarc.microsoft; ruf=mailto:ruf@dmarc.microsoft; fo=1,,none,None,
onetrust.io,reject,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,0,51.77.245.91,False,False,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com;,,none,None,
oath.cloud,reject,mailto:dmarc-yahoo-rua@yahoo-inc.com,None,0,51.77.245.91,False,False,v=DMARC1; p=reject; pct=100; rua=mailto:dmarc-yahoo-rua@yahoo-inc.com;,,none,None,
weather.gov,reject,"mailto:dmarc-reports@doc.gov,mailto:reports@dmarc.cyber.dhs.gov",None,0,51.77.245.91,False,False,"v=DMARC1; p=reject; rua=mailto:dmarc-reports@doc.gov,mailto:reports@dmarc.cyber.dhs.gov",,none,None,
yahoo.net,reject,mailto:d@rua.agari.com,mailto:d@ruf.agari.com,0,51.77.245.91,False,False,v=DMARC1; p=reject; pct=100; rua=mailto:d@rua.agari.com; ruf=mailto:d@ruf.agari.com;,,none,None,
adobestats.io,reject,mailto:adobe@rua.agari.com,mailto:adobe@ruf.agari.com,0,51.77.245.91,False,False,v=DMARC1; p=reject; sp=reject; pct=100; rua=mailto:adobe@rua.agari.com; ruf=mailto:adobe@ruf.agari.com; fo=1,,none,None,
microsoft.us,reject,mailto:rua@dmarc.microsoft,mailto:ruf@dmarc.microsoft,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:rua@dmarc.microsoft;ruf=mailto:ruf@dmarc.microsoft;fo=1:s:d,,none,None,
gpcloudservice.com,reject,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,0,51.77.245.91,False,False,v=DMARC1; p=reject; fo=1;rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,,none,None,
edu-servers.net,reject,"mailto:verisign@rua.agari.com,mailto:mailreports@verisign.com","mailto:verisign@ruf.agari.com,mailto:mailauthfail@verisign.com",0,51.77.245.91,False,False,"v=DMARC1; p=reject; fo=1; rf=afrf; ri=86400; rua=mailto:verisign@rua.agari.com,mailto:mailreports@verisign.com; ruf=mailto:verisign@ruf.agari.com,mailto:mailauthfail@verisign.com",,none,None,
mcusercontent.com,reject,mailto:19ezfriw@ag.dmarcian.com,None,0,51.77.245.91,False,False,v=DMARC1;p=reject;rua=mailto:19ezfriw@ag.dmarcian.com;,,none,None,
appdomain.cloud,reject,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,0,51.77.245.91,False,False,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,,none,None,
staticflickr.com,reject,mailto:postmaster-dmarc@flickr.com,None,0,51.77.245.91,False,False,v=DMARC1; p=reject; pct=100; rua=mailto:postmaster-dmarc@flickr.com,,none,None,
consumerreports.org,reject,mailto:dmarc-reports-rua@cr.consumer.org,mailto:dmarc-reports-ruf@cr.consumer.org,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:dmarc-reports-rua@cr.consumer.org; ruf=mailto:dmarc-reports-ruf@cr.consumer.org; fo=1,,none,None,
dmoz.org,reject,mailto:d@rua.agari.com,mailto:d@ruf.agari.com,0,51.77.245.91,False,False,v=DMARC1; p=reject; pct=100; rua=mailto:d@rua.agari.com; ruf=mailto:d@ruf.agari.com;,,none,None,
xboxservices.com,reject,mailto:rua@dmarc.microsoft,mailto:ruf@dmarc.microsoft,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:rua@dmarc.microsoft;ruf=mailto:ruf@dmarc.microsoft;fo=1:s:d,,none,None,
uidapi.com,reject,mailto:secops@thetradedesk.com,None,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:secops@thetradedesk.com,,none,None,
s-microsoft.com,reject,mailto:rua@dmarc.microsoft,mailto:ruf@dmarc.microsoft,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:rua@dmarc.microsoft;ruf=mailto:ruf@dmarc.microsoft;fo=1:s:d,,none,None,
flic.kr,reject,mailto:postmaster-dmarc@flickr.com,None,0,51.77.245.91,False,False,v=DMARC1; p=reject; pct=100; rua=mailto:postmaster-dmarc@flickr.com,,none,None,
wasabisys.com,reject,None,None,0,51.77.245.91,False,False,v=DMARC1; p=reject; adkim=s; aspf=s;,,none,None,
shopifycdn.com,reject,mailto:dmarc-aggregate@shopify.com,mailto:dmarc-reports@shopify.com,0,51.77.245.91,False,False,v=DMARC1; p=reject; pct=100; fo=1; rua=mailto:dmarc-aggregate@shopify.com;ruf=mailto:dmarc-reports@shopify.com,,none,None,
securityfocus.com,reject,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,0,51.77.245.91,False,False,v=DMARC1;p=reject;fo=1;rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,,none,None,
sjv.io,reject,None,None,0,51.77.245.91,False,False,v=DMARC1; p=reject,,none,None,
dataprivacyframework.gov,reject,"mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarc_reports@trade.gov,mailto:dmarc-reports@doc.gov",mailto:dmarc_reports@trade.gov,0,51.77.245.91,False,False,"v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarc_reports@trade.gov,mailto:dmarc-reports@doc.gov; ruf=mailto:dmarc_reports@trade.gov; sp=reject",,none,None,
grok.com,reject,mailto:28ab63532d5240489dc23f571ea0bbe5@dmarc-reports.cloudflare.net,None,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:28ab63532d5240489dc23f571ea0bbe5@dmarc-reports.cloudflare.net;,,none,None,
sitemaps.org,reject,mailto:rua@dmarc.microsoft,mailto:ruf@dmarc.microsoft,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:rua@dmarc.microsoft;ruf=mailto:ruf@dmarc.microsoft;fo=1:s:d,,none,None,
schwab.tech,reject,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com;fo=1,,none,None,
app-us1.com,reject,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,0,51.77.245.91,False,False,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,,none,None,
moatads.com,reject,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com; fo=1,,none,None,
gfx.ms,reject,mailto:d@rua.agari.com,mailto:d@ruf.agari.com,0,51.77.245.91,False,False,v=DMARC1; p=reject; pct=100; rua=mailto:d@rua.agari.com; ruf=mailto:d@ruf.agari.com; fo=1,,none,None,
u6125a.cc,reject,mailto:dmarc_rua@onsecureserver.net,None,0,51.77.245.91,False,False,v=DMARC1; p=reject; adkim=r; aspf=r; rua=mailto:dmarc_rua@onsecureserver.net;,,none,None,
prismaaccess.com,reject,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,0,51.77.245.91,False,False,v=DMARC1; p=reject; fo=1;rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,,none,None,
minecraft-services.net,reject,mailto:rua@dmarc.microsoft,mailto:ruf@dmarc.microsoft,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:rua@dmarc.microsoft;ruf=mailto:ruf@dmarc.microsoft;fo=1:s:d,,none,None,
powerplatform.com,reject,mailto:rua@dmarc.microsoft,mailto:ruf@dmarc.microsoft,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:rua@dmarc.microsoft;ruf=mailto:ruf@dmarc.microsoft;fo=1:s:d,,none,None,
salesforce-dns.com,reject,mailto:d@rua.agari.com,mailto:d@ruf.agari.com,0,51.77.245.91,False,False,v=DMARC1;p=reject;pct=100;fo=1;ruf=mailto:d@ruf.agari.com;rua=mailto:d@rua.agari.com,,none,None,
2kcoretech.online,reject,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,0,51.77.245.91,False,False,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,,none,None,
dnacdn.net,reject,mailto:iit.ops.notifications.atp-dmarc@criteo.com,mailto:iit.ops.notifications.atp-dmarc@criteo.com,0,51.77.245.91,False,False,v=DMARC1; p=reject; fo=1; rua=mailto:iit.ops.notifications.atp-dmarc@criteo.com; ruf=mailto:iit.ops.notifications.atp-dmarc@criteo.com,,none,None,
apple.co,reject,mailto:d@rua.agari.com,mailto:d@ruf.agari.com,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:d@rua.agari.com; ruf=mailto:d@ruf.agari.com;,,none,None,
azure.us,reject,mailto:rua@dmarc.microsoft,mailto:ruf@dmarc.microsoft,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:rua@dmarc.microsoft;ruf=mailto:ruf@dmarc.microsoft;fo=1:s:d,,none,None,
obihai.com,reject,None,None,0,51.77.245.91,False,False,v=DMARC1; p=reject;,,none,None,
dyndns.tv,reject,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com; fo=1,,none,None,
d-53.jp,reject,None,None,0,51.77.245.91,False,False,v=DMARC1; p=reject; aspf=s,,none,None,
skypeassets.com,reject,mailto:rua@dmarc.microsoft,mailto:ruf@dmarc.microsoft,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:rua@dmarc.microsoft;ruf=mailto:ruf@dmarc.microsoft;fo=1:s:d,,none,None,
mycdn.me,reject,mailto:dmarc_rua@corp.mail.ru,None,0,51.77.245.91,False,False,v=DMARC1;p=reject;rua=mailto:dmarc_rua@corp.mail.ru;fo=1;,,none,None,
js7k.com,reject,mailto:dmarc-yahoo-rua@yahoo-inc.com,None,0,51.77.245.91,False,False,v=DMARC1; p=reject; pct=100; rua=mailto:dmarc-yahoo-rua@yahoo-inc.com;,,none,None,
wsj.net,reject,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,0,51.77.245.91,False,False,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,,none,None,
thomsonreuters.net,reject,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,,none,None,
google1.net,reject,mailto:dmarc_rua@onsecureserver.net,None,0,51.77.245.91,False,False,v=DMARC1; p=reject; adkim=r; aspf=r; rua=mailto:dmarc_rua@onsecureserver.net;,,none,None,
xboxab.com,reject,mailto:rua@dmarc.microsoft,mailto:ruf@dmarc.microsoft,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:rua@dmarc.microsoft;ruf=mailto:ruf@dmarc.microsoft;fo=1:s:d,,none,None,
codeplex.com,reject,mailto:rua@dmarc.microsoft,mailto:ruf@dmarc.microsoft,0,51.77.245.91,False,False,v=DMARC1; p=reject; pct=100; rua=mailto:rua@dmarc.microsoft; ruf=mailto:ruf@dmarc.microsoft; fo=1,,none,None,
huffingtonpost.co.uk,reject,mailto:dmarc-yahoo-rua@yahoo-inc.com,None,0,51.77.245.91,False,False,v=DMARC1; p=reject; pct=100; rua=mailto:dmarc-yahoo-rua@yahoo-inc.com;,,none,None,
krxd.net,reject,"mailto:dmarc_agg@vali.email,mailto:0e5a5c34@inbox.ondmarc.com",mailto:0e5a5c34@inbox.ondmarc.com,0,51.77.245.91,False,False,"v=DMARC1;p=reject;fo=1:d:s;pct=100;rua=mailto:dmarc_agg@vali.email,mailto:0e5a5c34@inbox.ondmarc.com;ruf=mailto:0e5a5c34@inbox.ondmarc.com",,none,None,
impactradius-event.com,reject,None,None,0,51.77.245.91,False,False,v=DMARC1; p=reject,,none,None,
imtwjwoasak.com,reject,mailto:dmarc@imxineohp.uriports.com,None,0,51.77.245.91,False,False,v=DMARC1; p=reject; sp=reject; pct=100; rua=mailto:dmarc@imxineohp.uriports.com;,,none,None,
btttag.com,reject,None,None,0,51.77.245.91,False,False,v=DMARC1; p=reject;pct=100;sp=reject;ri=86400,,none,None,
classlink.io,reject,mailto:itops@classlink.com,mailto:itops@classlink.com,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:itops@classlink.com; ruf=mailto:itops@classlink.com; fo=1;,,none,None,
aspnetcdn.com,reject,mailto:rua@dmarc.microsoft,mailto:ruf@dmarc.microsoft,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:rua@dmarc.microsoft;ruf=mailto:ruf@dmarc.microsoft;fo=1:s:d,,none,None,
measureadv.com,reject,mailto:dmarc_rua@onsecureserver.net,None,0,51.77.245.91,False,False,v=DMARC1; p=reject; adkim=r; aspf=r; rua=mailto:dmarc_rua@onsecureserver.net;,,none,None,
gaana.com,reject,mailto:accepted@gaana.com,mailto:quarantine@gaana.com,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:accepted@gaana.com; ruf=mailto:quarantine@gaana.com; rf=afrf; pct=100,,none,None,
hosted-by-discourse.com,reject,mailto:dmarc-reports@discourse.org,None,0,51.77.245.91,False,False,v=DMARC1; p=reject; sp=reject; rua=mailto:dmarc-reports@discourse.org,,none,None,
mshome.net,reject,mailto:rua@dmarc.microsoft,mailto:ruf@dmarc.microsoft,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:rua@dmarc.microsoft;ruf=mailto:ruf@dmarc.microsoft;fo=1:s:d,,none,None,
yahoosandbox.net,reject,mailto:dmarc-yahoo-rua@yahoo-inc.com,None,0,51.77.245.91,False,False,v=DMARC1; p=reject; pct=100; rua=mailto:dmarc-yahoo-rua@yahoo-inc.com;,,none,None,
ladesk.com,reject,mailto:mail_reports@qualityunit.com,None,0,51.77.245.91,False,False,v=DMARC1; p=reject; sp=none; rua=mailto:mail_reports@qualityunit.com; rf=afrf; pct=100; ri=86400,,none,None,
altavista.com,reject,mailto:dmarc-yahoo-rua@yahoo-inc.com,None,0,51.77.245.91,False,False,v=DMARC1; p=reject; pct=100; rua=mailto:dmarc-yahoo-rua@yahoo-inc.com;,,none,None,
activehosted.com,reject,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,0,51.77.245.91,False,False,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,,none,None,
chinacloudapi.cn,reject,mailto:rua@dmarc.microsoft,mailto:ruf@dmarc.microsoft,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:rua@dmarc.microsoft;ruf=mailto:ruf@dmarc.microsoft;fo=1:s:d,,none,None,
azure.cn,reject,mailto:rua@dmarc.microsoft,mailto:ruf@dmarc.microsoft,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:rua@dmarc.microsoft;ruf=mailto:ruf@dmarc.microsoft;fo=1:s:d,,none,None,
mizuhobank.co.jp,reject,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,0,51.77.245.91,False,False,v=DMARC1; p=reject; sp=reject; pct=100;fo=1;rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,,none,None,
discourse-cdn.com,reject,mailto:dmarc-reports@discourse.org,None,0,51.77.245.91,False,False,v=DMARC1; p=reject; sp=reject; rua=mailto:dmarc-reports@discourse.org,,none,None,
balena-cloud.com,reject,mailto:db5edf9a6d9844d0abbc01ba41cdca3d@dmarc-reports.cloudflare.net,None,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:db5edf9a6d9844d0abbc01ba41cdca3d@dmarc-reports.cloudflare.net,,none,None,
livekit.cloud,reject,None,None,0,51.77.245.91,False,False,v=DMARC1; p=reject,,none,None,
dropboxstatic.com,reject,"mailto:c7xrs-8253@rua.dmarc.emailanalyst.com,mailto:dmarc@dropbox.com",None,0,51.77.245.91,False,False,"v=DMARC1;p=reject;pct=100;rua=mailto:c7xrs-8253@rua.dmarc.emailanalyst.com,mailto:dmarc@dropbox.com",,none,None,
mine.nu,reject,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com; fo=1,,none,None,
hypebeast.com,reject,mailto:kyle.pyun@hypebeast.com,None,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:kyle.pyun@hypebeast.com,,none,None,
pixelcut.ai,reject,mailto:re+9402b32b639d@inbound.dmarcdigests.com,None,0,51.77.245.91,False,False,v=DMARC1; p=reject; sp=none; rua=mailto:re+9402b32b639d@inbound.dmarcdigests.com; pct=100,,none,None,
microsoftcasualgames.com,reject,mailto:rua@dmarc.microsoft,mailto:ruf@dmarc.microsoft,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:rua@dmarc.microsoft;ruf=mailto:ruf@dmarc.microsoft;fo=1:s:d,,none,None,
nomura.co.jp,reject,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,0,51.77.245.91,False,False,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,,none,None,
ojrq.net,reject,None,None,0,51.77.245.91,False,False,v=DMARC1; p=reject,,none,None,
plumenet.io,reject,mailto:dmarc_agg@vali.email,None,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:dmarc_agg@vali.email,,none,None,
homeip.net,reject,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com; fo=1,,none,None,
gn-dns.com,reject,None,None,0,51.77.245.91,False,False,v=DMARC1;p=reject;,,none,None,
zi-scripts.com,reject,mailto:e8352ad7@inbox.ondmarc.com,mailto:e8352ad7@inbox.ondmarc.com,0,51.77.245.91,False,False,v=DMARC1; p=reject; pct=100; sp=reject; rua=mailto:e8352ad7@inbox.ondmarc.com; ruf=mailto:e8352ad7@inbox.ondmarc.com; adkim=r; aspf=r; fo=1; rf=afrf; ri=3600,,none,None,
oneget.org,reject,mailto:rua@dmarc.microsoft,mailto:ruf@dmarc.microsoft,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:rua@dmarc.microsoft;ruf=mailto:ruf@dmarc.microsoft;fo=1:s:d,,none,None,
napthe.vn,reject,None,None,0,51.77.245.91,False,False,v=DMARC1; p=reject;,,none,None,
k8slens.dev,reject,mailto:_lens-dmarc-reports@mirantis.com,None,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:_lens-dmarc-reports@mirantis.com,,none,None,
hyperliquid.xyz,reject,None,None,0,51.77.245.91,False,False,v=DMARC1; p=reject,,none,None,
sdpay.co.in,reject,mailto:dmarc_rua@onsecureserver.net,None,0,51.77.245.91,False,False,v=DMARC1; p=reject; adkim=r; aspf=r; rua=mailto:dmarc_rua@onsecureserver.net;,,none,None,
two-buddy.in,reject,mailto:dmarc_rua@onsecureserver.net,None,0,51.77.245.91,False,False,v=DMARC1; p=reject; adkim=r; aspf=r; rua=mailto:dmarc_rua@onsecureserver.net;,,none,None,
adobeaemcloud.com,reject,mailto:adobe@rua.agari.com,mailto:adobe@ruf.agari.com,0,51.77.245.91,False,False,v=DMARC1; p=reject; sp=reject; pct=100; rua=mailto:adobe@rua.agari.com; ruf=mailto:adobe@ruf.agari.com; fo=1,,none,None,
msocdn.com,reject,mailto:rua@dmarc.microsoft,mailto:ruf@dmarc.microsoft,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:rua@dmarc.microsoft;ruf=mailto:ruf@dmarc.microsoft;fo=1:s:d,,none,None,
foxweather.com,reject,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,0,51.77.245.91,False,False,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,,none,None,
cloud.globo,reject,mailto:dmarc@corp.globo.com,None,0,51.77.245.91,False,False,v=DMARC1; p=reject; rua=mailto:dmarc@corp.globo.com; aspf=s; sp=reject;,,none,None,
helium.io,reject,mailto:re+1f2f8aeff9db@inbound.dmarcdigests.com,None,0,51.77.245.91,False,False,v=DMARC1; p=reject; pct=100; rua=mailto:re+1f2f8aeff9db@inbound.dmarcdigests.com; sp=none;,,none,None,
