Domain_to_be_spoofed,dmarc_policy,dmarc_rua,dmarc_ruf,dns_lookup_count,from_ip,has_include,has_ptr,its_dmarc_record,its_spf_record,spf_check_result_flag,unregistered_domain_in_include,what_happened
indiamart.com,quarantine,"mailto:dmarc@indiamart.com, mailto:dmarc_agg@vali.email",None,19,51.77.245.91,True,False,"v=DMARC1; p=quarantine; rua=mailto:dmarc@indiamart.com, mailto:dmarc_agg@vali.email; pct=100",v=spf1 mx include:_spf.google.com a:sendgrid1.indiamart.com include:spf.mandrillapp.com include:spf.dynect.net include:spf6.indiamart.com include:104976b65.ppspf.net include:_spf.myorderbox.com -all,permerror,None,
fanfiction.net,quarantine,mailto:security@fictionpress.com,None,11,51.77.245.91,True,False,v=DMARC1; p=quarantine; sp=reject; ri=86400; rua=mailto:security@fictionpress.com,v=spf1 ip4:50.31.52.242 ip4:173.205.184.0/26 include:_spf.google.com include:email.freshdesk.com include:sendgrid.net -allgoogle-site-verification=azVIufmnM70GVsbIzGiT1xm8Au0WPBFf0rtJ-puqSQM,permerror,None,
ladepeche.fr,quarantine,mailto:dmarc@groupeladepeche.fr,None,12,51.77.245.91,True,False,v=DMARC1; p=quarantine; rua=mailto:dmarc@groupeladepeche.fr; pct=100,v=spf1 include:_spf.google.com include:spf.mailjet.com ip4:212.95.67.23 ip4:212.95.67.165 ip4:212.95.67.170 ip4:212.95.70.148 ip4:212.95.70.198 ip4:212.95.67.26 ip4:194.51.172.157 ip4:164.132.104.0 ip4:193.104.54.242 a:smtp-crm.ediis.fr a:mail10.ladepeche.fr a:mail20.ladepeche.fr ip4:193.104.54.4 ip4:193.104.54.5 ip4:93.93.46.11 ip4:212.95.70.116 ip4:212.95.71.96 ip4:212.95.70.84 ip4:209.85.220.41 ip4:152.228.196.188 include:sendgrid.net include:mx.ovh.com ~all,permerror,None,
nexthink.cloud,quarantine,mailto:email-security@nexthink.com,mailto:email-security@nexthink.com,0,51.77.245.91,False,False,v=DMARC1; p=quarantine; rua=mailto:email-security@nexthink.com; ruf=mailto:email-security@nexthink.com; fo=1; adkim=s; aspf=s;,v=spf1 include=sendgrid.net include=amazonses.com ~all,permerror,None,
jstor.org,quarantine,mailto:ITI_Win_DMARC@jstor.org,mailto:ITI_Win_DMARC@jstor.org,10,51.77.245.91,True,False,v=DMARC1; p=quarantine; rua=mailto:ITI_Win_DMARC@jstor.org; ruf=mailto:ITI_Win_DMARC@jstor.org; fo=0; adkim=r; aspf=r; pct=100; rf=afrf; ri=86400,v=spf1 mx exists:%{i}.spf.hc5909-85.iphmx.com include:_spf.act-on.net include:u1397501.wl.sendgrid.net include:mail.zendesk.com include:_spf.ultipro.com include:aspmx.pardot.com include:akz210.mta.exacttarget.com ~all,permerror,akz210.mta.exacttarget.com,
haberler.com,quarantine,"mailto:dmarc@yenimedya.com.tr,mailto:349a9ae4@mxtoolbox.dmarc-report.com","mailto:dmarc@yenimedya.com.tr,mailto:349a9ae4@forensics.dmarc-report.com",5,51.77.245.91,True,False,"v=DMARC1; p=quarantine; rua=mailto:dmarc@yenimedya.com.tr,mailto:349a9ae4@mxtoolbox.dmarc-report.com; ruf=mailto:dmarc@yenimedya.com.tr,mailto:349a9ae4@forensics.dmarc-report.com; sp=none; fo=d:s; ri=8640; adkim=r; aspf=r",v=spf1 a ip4:212.68.47.20 ip4:212.68.47.237 ip4:163.172.230.209 ip4:78.135.112.70 include:_spf.smtp.com include:_spf.google.com -all,permerror,None,
justdial.com,quarantine,mailto:dmarc-alert@justdial.com,None,10,51.77.245.91,True,False,v=DMARC1; p=quarantine; pct=100; rua=mailto:dmarc-alert@justdial.com,v=spf1 include:_spf.us.sendclean.net include:sendclean.net ip4:103.20.126.0/24 ip4:103.20.127.0/24 ip4:103.71.205.0/24 include:justdial.netcore.co.in include:spf.maildirect.in include:sendeth.com include:ocmail.in include:ncapp02.com ~all,permerror,None,
fatalmodel.com,quarantine,"mailto:dmarc@fatalmodel.com,mailto:contato@fatalmodel.com","mailto:dmarc@fatalmodel.com,mailto:contato@fatalmodel.com",17,51.77.245.91,True,False,"v=DMARC1; p=quarantine; rua=mailto:dmarc@fatalmodel.com,mailto:contato@fatalmodel.com; ruf=mailto:dmarc@fatalmodel.com,mailto:contato@fatalmodel.com; fo=1; adkim=r; aspf=r; rf=afrf; pct=100; sp=quarantine",v=spf1 include:zohomail.com include:amazonses.com include:mail.zendesk.com include:mailgun.org include:_spf.rdstation.com.br include:sendgrid.net include:zoho.com ip4:159.65.254.129 -all,permerror,None,
sexlog.com,quarantine,"mailto:dmarc_agg@auth.returnpath.net,mailto:aggregate@sexlog.com","mailto:dmarc_afrf@auth.returnpath.net,mailto:forensic@sexlog.com",11,51.77.245.91,True,False,"v=DMARC1; p=quarantine; rua=mailto:dmarc_agg@auth.returnpath.net,mailto:aggregate@sexlog.com; ruf=mailto:dmarc_afrf@auth.returnpath.net,mailto:forensic@sexlog.com; rf=afrf",v=spf1 include:mail.zendesk.com include:_spf.rdstation.com.br ip4:150.136.160.198 ip4:141.148.45.239 ip4:129.213.78.122 ip4:129.213.141.173 ip4:129.153.28.130 include:_spf.google.com include:rp.oracleemaildelivery.com include:esapiens.com.br ~all,permerror,None,
turbo.az,quarantine,mailto:re+42ce6f97cd9b@inbound.dmarcdigests.com,None,13,51.77.245.91,True,False,v=DMARC1; p= quarantine; sp=none; rua=mailto:re+42ce6f97cd9b@inbound.dmarcdigests.com; aspf=r; pct=100,v=spf1  mx include:_spf.google.com include:_spf.aztop.com include:email.freshdesk.com include:amazonses.com -all,permerror,None,
letras.mus.br,quarantine,mailto:devops@letras.com,None,4,51.77.245.91,True,False,v=DMARC1; p=quarantine;pct=25; rua=mailto:devops@letras.com,v=spf1 include:_spf.rdstation.com.br include:sendgrid.net ~all,permerror,None,
amd.com,quarantine,mailto:dmarc_agg@vali.email,None,6,51.77.245.91,True,False,v=DMARC1; p=quarantine; rua=mailto:dmarc_agg@vali.email,v=spf1 include:amd.com._nspf.vali.email include:%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email include:oktamail.amd.com include:_spf.salesforce.com include:mktomail.com ~all,permerror,None,
acs.org,quarantine,mailto:chemical-abstracts-service@rua.agari.com,mailto:chemical-abstracts-service@ruf.agari.com,2,51.77.245.91,True,False,v=DMARC1; p=quarantine; fo=1; ri=3600; rua=mailto:chemical-abstracts-service@rua.agari.com; ruf=mailto:chemical-abstracts-service@ruf.agari.com,v=spf1 exists:%{i}._i.%{d}._d.espf.agari-dns.net include:%{d}.d5.spf-protect.agari-dns.net -all,permerror,%{d}.d5.spf-protect.agari-dns.net,
adroll.com,quarantine,mailto:letjwx2k@ag.dmarcian.com,mailto:letjwx2k@fr.dmarcian.com,11,51.77.245.91,True,False,v=DMARC1; p=quarantine; rua=mailto:letjwx2k@ag.dmarcian.com; ruf=mailto:letjwx2k@fr.dmarcian.com; fo=1,v=spf1 include:_spf.google.com include:_spf.sendergen.com include:_spf.mailgun.org include:_spf.eu.mailgun.org ip4:34.221.19.25/32 ip4:192.35.250.0/26 ip4:167.89.16.0/24 ip4:184.173.153.188/32 ip4:69.72.47.189/32 include:servers.mcsv.net include:mail.zendesk.com include:mktomail.com ~all,permerror,None,
purdue.edu,quarantine,"mailto:dmarc_agg@vali.email,mailto:dmarc-reports@purdue.edu",None,2,51.77.245.91,True,False,"v=DMARC1; p=quarantine; rua=mailto:dmarc_agg@vali.email,mailto:dmarc-reports@purdue.edu; fo=1",v=spf1 include:%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email include:spf.protection.outlook.com ~all,permerror,None,
gameanalytics.com,quarantine,mailto:re+pvlpavaoh5k@dmarc.postmarkapp.com,None,12,51.77.245.91,True,False,v=DMARC1; p=quarantine; pct=100; rua=mailto:re+pvlpavaoh5k@dmarc.postmarkapp.com; sp=none; aspf=r;,v=spf1 include:_spf.google.com include:amazonses.com include:stspg-customer.com include:spf.mandrillapp.com include:_spf.salesforce.com include:servers.mcsv.net include:7404361.spf06.hubspotemail.net include:email.chargebee.com ~all,permerror,None,
posthog.com,quarantine,"mailto:5c3ccb30d9f64b7583f458d746bd9d5a@dmarc-reports.cloudflare.net,mailto:re+ycfegpkscej@dmarc.postmarkapp.com",None,9,51.77.245.91,True,False,"v=DMARC1; p=quarantine; pct=100; rua=mailto:5c3ccb30d9f64b7583f458d746bd9d5a@dmarc-reports.cloudflare.net,mailto:re+ycfegpkscej@dmarc.postmarkapp.com; aspf=r; adkim=r; sp=reject;",v=spf1 include:_spf.google.com include:mail.zendesk.com include:servers.mcsv.net include:mcsv.net include:spf.mandrillapp.com include:spf.mailjet.com -all,permerror,None,
webs.com,quarantine,mailto:09a9ff9c89f4545@rep.dmarcanalyzer.com,mailto:09a9ff9c89f4545@for.dmarcanalyzer.com,18,51.77.245.91,True,False,v=DMARC1; p=quarantine; rua=mailto:09a9ff9c89f4545@rep.dmarcanalyzer.com; ruf=mailto:09a9ff9c89f4545@for.dmarcanalyzer.com; fo=1;,v=spf1 mx include:_netblocks.webs.com include:support.zendesk.com include:emailsrvr.com include:_netblocks.mimecast.com include:relay.mailchannels.net include:_spf.google.com include:amazonses.com -all,permerror,None,
howstuffworks.com,quarantine,mailto:dmarc@howstuffworks.com,None,3,51.77.245.91,True,False,v=DMARC1; p=quarantine; pct=5; rua=mailto:dmarc@howstuffworks.com,v=spf1 include:_spf.google.com ~all,permerror,None,
podbean.com,quarantine,None,None,13,51.77.245.91,True,False,v=DMARC1; p=quarantine; pct=10; adkim=s; aspf=s,v=spf1 include:_spf.google.com include:amazonses.com include:sendgrid.net include:2475935.spf04.hubspotemail.net include:email.freshdesk.com ip4:168.245.9.147 ip4:149.72.209.27 ~all,permerror,None,
robinhood.com,quarantine,mailto:postmaster@robinhood.com,mailto:postmaster@robinhood.com,20,51.77.245.91,True,False,v=DMARC1; p=quarantine; rua=mailto:postmaster@robinhood.com; ruf=mailto:postmaster@robinhood.com; fo=0; adkim=r; aspf=r; rf=afrf,v=spf1 ip4:152.70.150.118 a:outbound.email.robinhood.com include:mail.zendesk.com include:amazonses.com include:_spf.google.com include:spf.mandrillapp.com include:mg-spf.greenhouse.io include:aristotle.com exists:%{i}._spf.mta.salesforce.com ~all,permerror,None,
postman.com,quarantine,"mailto:qbykhjcw@ag.dmarcian.com,mailto:re+iovqldft573@dmarc.postmarkapp.com,mailto:dmarc@postman.com, mailto:dmarc_agg@vali.email","mailto:qbykhjcw@fr.dmarcian.com,mailto:dmarc@postman.com",13,51.77.245.91,True,False,"v=DMARC1; p=quarantine; pct=100; rua=mailto:qbykhjcw@ag.dmarcian.com,mailto:re+iovqldft573@dmarc.postmarkapp.com,mailto:dmarc@postman.com, mailto:dmarc_agg@vali.email; ruf=mailto:qbykhjcw@fr.dmarcian.com,mailto:dmarc@postman.com;",v=spf1 include:_spf.google.com ip4:205.201.128.0/20 ip4:198.2.128.0/18 include:u950281.wl032.sendgrid.net include:mktomail.com include:mail.zendesk.com  include:stspg-customer.com include:shops.shopify.com include:_spf.salesforce.com include:eu.mailgun.org include:mg-spf.greenhouse.io -all,permerror,None,
ispot.tv,quarantine,mailto:hostmaster@ispot.tv,mailto:hostmaster@ispot.tv,11,51.77.245.91,True,False,v=DMARC1; p=quarantine; rua=mailto:hostmaster@ispot.tv; ruf=mailto:hostmaster@ispot.tv; sp=none;,v=spf1 a include:spf.protection.outlook.com include:spf1.ispot.tv include:spf-006b9a01.pphosted.com include:u1849061.wl.sendgrid.net  include:aspmx.pardot.com include:mail.zendesk.com include:docebosaas.com include:_spf.salesforce.com -all,permerror,None,
wayfair.com,quarantine,mailto:dmarc@wayfair.com,None,11,51.77.245.91,True,False,v=DMARC1; p=quarantine; rua=mailto:dmarc@wayfair.com; fo=1; pct=100; adkim=r; aspf=r,v=spf1 include:spf.wayfair.com include:spf.protection.outlook.com include:et._spf.pardot.com include:_spf.salesforce.com include:_spf.google.com -all,permerror,None,
thousandeyes.com,quarantine,mailto:dmarc_agg@vali.email,mailto:te-dmarc@cisco.com,11,51.77.245.91,True,False,v=DMARC1; p=quarantine; sp=quarantine; pct=100; rua=mailto:dmarc_agg@vali.email; ruf=mailto:te-dmarc@cisco.com;,v=spf1 ip4:192.150.160.0/24 ip6:2620:c2:4000::/48 include:_spf.google.com include:sendgrid.net include:mailgun.org include:mktomail.com -all,permerror,None,
cian.ru,quarantine,None,mailto:sysadmins@cian.ru,7,51.77.245.91,True,False,v=DMARC1; p=quarantine; adkim=r; aspf=r; ruf=mailto:sysadmins@cian.ru,v=spf1 ip4:185.175.46.41 ip4:185.175.44.11 ip4:158.160.63.207 ip4:84.252.143.35 ip4:95.213.138.111 include:_spf.google.com include:spf.mindbox.ru include:spf.protection.outlook.com include:stspg-customer.com include:spf.get-n-post.ru ~all,permerror,None,
crunchbase.com,quarantine,mailto:dmarc@crunchbase.com,mailto:dmarc@crunchbase.com,12,51.77.245.91,True,False,v=DMARC1; p=quarantine; pct=100; rua=mailto:dmarc@crunchbase.com; ruf=mailto:dmarc@crunchbase.com,v=spf1 mx include:sendgrid.net include:_spf.google.com include:mail.zendesk.com include:spf.mandrillapp.com include:mktomail.com include:_spf.salesforce.com a:zgateway.zuora.com -all,permerror,None,
jampp.com,quarantine,mailto:dmarc-reports@jampp.com,None,11,51.77.245.91,True,False,v=DMARC1; p=quarantine; aspf=r; rua=mailto:dmarc-reports@jampp.com; rf=afrf; pct=100; ri=86400; sp=quarantine,v=spf1 include:_spf.google.com include:spf.mandrillapp.com include:servers.mcsv.net include:mailgun.org include:amazonses.com ~all,permerror,None,
joomla.org,quarantine,mailto:joomla-t@dmarc.report-uri.com,None,9,51.77.245.91,True,False,v=DMARC1; p=quarantine; rua=mailto:joomla-t@dmarc.report-uri.com;,v=spf1 mx ip4:206.123.104.161 include:_spf.joomla.org include:_spf.google.com include:_spf.elasticemail.com ~all,permerror,None,
intelbras.com.br,quarantine,mailto:postmaster@intelbras.com.br,None,20,51.77.245.91,True,False,v=DMARC1; p=quarantine; sp=quarantine; rua=mailto:postmaster@intelbras.com.br,v=spf1 a mx include:_spf1.intelbras.com.br include:_spf2.intelbras.com.br include:spf.protection.outlook.com include:spf_17804.aknamail.com.br include:_spf.rdstation.com.br include:mailgun.org -all,permerror,None,
calameo.com,quarantine,None,None,11,51.77.245.91,True,False,v=DMARC1; p=quarantine; sp=reject; fo=1; adkim=s; aspf=s,v=spf1 a a:calamfr02.calameo.com a:calamfr03.calameo.com a:calamfr04.calameo.com ip4:85.233.202.178 ip4:85.233.202.186 include:mail.zendesk.com include:spf.protection.outlook.com include:eu.zcsend.net include:one.zoho.eu -all,permerror,None,
ciscospark.com,quarantine,None,None,6,51.77.245.91,True,False,v=DMARC1; p=quarantine; pct=0; fo=1; ri=3600;,v=spf1 include:emailsrvr.com include:mail-a.ciscospark.com include:webex.com include:spf.mandrillapp.com include:servers.mcsv.net ~all,permerror,mail-a.ciscospark.com,
revcontent.com,quarantine,mailto:dmarc@revcontent.com,None,13,51.77.245.91,True,False,v=DMARC1; p=quarantine; pct=100; rua=mailto:dmarc@revcontent.com,v=spf1 include:spf.entrustedmail.net include:_spf.intacct.com include:stspg-customer.com include:mailgun.org include:amazonses.com  include:7701806.spf10.hubspotemail.net include:_spf.google.com -all,permerror,None,
r01.ru,quarantine,mailto:dmarc-rua@r01.ru,mailto:dmarc-ruf@r01.ru,11,51.77.245.91,True,False,v=DMARC1; p=quarantine; sp=none; aspf=r; adkim=r; pct=100; rua=mailto:dmarc-rua@r01.ru; ruf=mailto:dmarc-ruf@r01.ru; ri=86400; fo=1,v=spf1 a include:hostcomm.ru include:_spf.nic.ru ip4:31.177.84.4 ip4:193.232.240.4 ip4:31.177.72.192/26 ip4:31.177.84.137 -all,permerror,None,
tidal.com,quarantine,"mailto:dmarc@tidal.com,mailto:dmarc_agg@vali.email",None,11,51.77.245.91,True,False,"v=DMARC1; p=quarantine; pct=100; rua=mailto:dmarc@tidal.com,mailto:dmarc_agg@vali.email",v=spf1 include:_spf.google.com include:mail.zendesk.com include:mailgun.org include:amazonses.com include:smtp.app.echomark.com ~all,permerror,None,
traveloka.com,quarantine,mailto:dmarc@traveloka.com,None,14,51.77.245.91,True,False,v=DMARC1; p=quarantine; fo=1; rua=mailto:dmarc@traveloka.com; pct=100; adkim=r; aspf=r,v=spf1 include:_spf.createsend.com include:sendgrid.net include:_spf.google.com include:amazonses.com include:ncapp02.com include:_spf.salesforce.com include:mail.zendesk.com include:45527cfe.ppspf.net ~all,permerror,None,
thestreet.com,quarantine,mailto:dmarc_reports@thearenagroup.net,mailto:dmarc_reports@thearenagroup.net,8,51.77.245.91,True,False,v=DMARC1; p=quarantine; sp=none; rua=mailto:dmarc_reports@thearenagroup.net; ruf=mailto:dmarc_reports@thearenagroup.net; fo=1,v=spf1 a mx:thestreet.com include:_spf.google.com ip4:204.69.255.133 ip:107.23.8.172 ip:107.23.89.155 ip:107.23.91.192 include:_spf.salesforce.com include:amazonses.com ~all,permerror,None,
dingtalk.com,quarantine,mailto:alimailsupport@dingtalk.com,mailto:alimailsupport@dingtalk.com,12,51.77.245.91,True,False,v=DMARC1; p=quarantine; rua=mailto:alimailsupport@dingtalk.com; ruf=mailto:alimailsupport@dingtalk.com,v=spf1 include:spf1.mailbee.dingtalk.com include:spf1.service.alibaba.com -all,permerror,None,
arduino.cc,quarantine,"mailto:dmarc-report@arduino.cc,mailto:re+ctshepur1es@dmarc.postmarkapp.com",mailto:dmarc-report@arduino.cc,12,51.77.245.91,True,False,"v=DMARC1; p=quarantine; pct=100; rua=mailto:dmarc-report@arduino.cc,mailto:re+ctshepur1es@dmarc.postmarkapp.com; ruf=mailto:dmarc-report@arduino.cc; sp=none; aspf=r;",v=spf1 mx include:_spf.google.com include:amazonses.com include:mailgun.org include:mail.zendesk.com include:26766702.spf10.hubspotemail.net -all,permerror,None,
celtra.com,quarantine,mailto:re+p5da63nxkzu@dmarc.postmarkapp.com,None,11,51.77.245.91,True,False,v=DMARC1; p=quarantine; pct=100; rua=mailto:re+p5da63nxkzu@dmarc.postmarkapp.com,v=spf1 include:_spf.google.com include:aspmx.pardot.com include:mailsenders.netsuite.com include:amazonses.com include:mail.zendesk.com include:6376340.spf08.hubspotemail.net include:docebosaas.com ~all,permerror,None,
logmein.com,quarantine,mailto:0b140c1d@mxtoolbox.dmarc-report.com,mailto:0b140c1d@forensics.dmarc-report.com,1,51.77.245.91,False,False,v=DMARC1; p=quarantine; rua=mailto:0b140c1d@mxtoolbox.dmarc-report.com; ruf=mailto:0b140c1d@forensics.dmarc-report.com; fo=1,v=spf1 redirect=logmein.com.hosted.spf-report.com,permerror,None,
menlosecurity.com,quarantine,"mailto:uotmrdgq@ag.us.dmarcian.com,mailto:dmarc-reports@menlosecurity.com",None,20,51.77.245.91,True,False,"v=DMARC1; p=quarantine; rua=mailto:uotmrdgq@ag.us.dmarcian.com,mailto:dmarc-reports@menlosecurity.com;",v=spf1 ip4:54.219.119.213 ip4:52.9.60.216 include:_spf.google.com include:sendgrid.net include:amazonses.com include:_spf.salesforce.com include:mail.zendesk.com include:bimenlosecurity.com ~all,permerror,None,
justwatch.com,quarantine,mailto:re+51e9fd89c8a1@inbound.dmarcdigests.com,None,11,51.77.245.91,True,False,v=DMARC1; p=quarantine; pct=100; rua=mailto:re+51e9fd89c8a1@inbound.dmarcdigests.com; sp=none;,v=spf1 mx include:bounces.google.com include:_spf.google.com include:amazonses.com include:_spf.firebasemail.com -all,permerror,None,
spreaker.com,quarantine,mailto:dmarc_agg@vali.email,None,16,51.77.245.91,True,False,v=DMARC1; p=quarantine; rua=mailto:dmarc_agg@vali.email,v=spf1 include:amazonses.com include:_spf.elasticemail.com include:spf.iheartmedia.com include:_spf.salesforce.com -all,permerror,None,
archdaily.com,quarantine,None,None,12,51.77.245.91,True,False,v=DMARC1; p=quarantine; sp=quarantine,v=spf1 include:_spf.google.com include:sendgrid.net include:spf.mandrillapp.com include:servers.mcsv.net include:salesforce.com ~all,permerror,None,
hackaday.com,quarantine,mailto:dmarc@supplyframe.com,None,9,51.77.245.91,True,False,v=DMARC1; p=quarantine; rua=mailto:dmarc@supplyframe.com; pct=10; adkim=s; aspf=s,v=spf1 include:aspmx.googlemail.com include:mailer.postageapp.com include:mailgun.org include:servers.mcsv.net ~all,permerror,None,
eyeo.com,quarantine,mailto:dmarc-reports@eyeo.com,None,11,51.77.245.91,True,False,v=DMARC1; p=quarantine; rua=mailto:dmarc-reports@eyeo.com,v=spf1 include:_spf.google.com include:turbo-smtp.com include:26760064.spf07.hubspotemail.net include:aspmx.pardot.com include:mailsenders.netsuite.com ip4:144.76.166.112 ip6:2a01:4f8:200:426f::2 -all,permerror,None,
adspower.net,quarantine,mailto:it@adspower.net,mailto:it@adspower.net,5,51.77.245.91,True,False,v=DMARC1; p=quarantine; rua=mailto:it@adspower.net; ruf=mailto:it@adspower.net,v=spf1 include:_spf.mlsend.com include:spf.mxhichina.com include:_spf.mlsend.com.dm.aliyun.com -all,permerror,_spf.mlsend.com.dm.aliyun.com,
zappos.com,quarantine,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,12,51.77.245.91,True,False,v=DMARC1;p=quarantine;pct=100;rua=mailto:report@dmarc.amazon.com;ruf=mailto:report@dmarc.amazon.com,v=spf1 mx ip4:208.91.39.125/32 include:amazonses.com include:amazon.com include:cust-spf.exacttarget.com include:us._netblocks.mimecast.com include:mail.zendesk.com include:spf1.amazon.com include:spf2.amazon.com -all,permerror,None,
pbase.com,quarantine,None,None,3,51.77.245.91,True,False,v=DMARC1;p=quarantine;pct=100;fo=1,v=spf1 a mx ip4:52.200.144.14 include:mail.zendesk.com -all,permerror,None,
